DATE,ANNEE,DEPARTEMENT,COMMUNE,LIEU_DIT,CODE_ESP,SEXE,AGE,NUM_PIT,ETUDE,AGE_CLASS
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,F,+2A,989001005665949.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,M,+2A,989001005665951.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,F,+2A,989001005665961.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,F,+2A,989001005665963.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,M,+2A,989001005665965.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,M,+2A,989001005665968.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,F,+2A,989001005665972.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,F,+2A,989001005665974.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,F,+2A,989001005665977.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,F,+2A,989001005665979.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,F,+2A,989001005665981.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,M,+2A,989001005665983.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,F,+2A,989001005665986.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,M,+2A,989001005665988.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,F,+2A,989001005665991.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,M,+2A,989001005665992.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,F,+2A,989001005665994.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,M,+2A,989001005666003.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,F,+2A,989001005666004.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,M,+2A,989001005666005.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,M,+2A,989001005666006.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,M,+2A,989001005666007.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,F,+2A,989001005666009.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,F,+2A,989001005666011.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,F,+2A,989001005666012.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,M,+2A,989001005666022.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,M,+2A,989001005666024.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,M,+2A,989001005666025.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,M,+2A,989001005666027.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,M,+2A,989001005666032.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,M,+2A,989001005666033.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,M,+2A,989001005666039.0,ECOFECT (GR/CCPNA),2
2016-04-18,2016,17,LA CLISSE,Carrière de la Roche,RHIFER,F,+2A,989001005666045.0,ECOFECT (GR/CCPNA),2
2016-04-19,2016,16,RANCOGNE,Grotte de Rancogne,RHIFER,M,+2A,989001005665962.0,ECOFECT (GR/CCPNA),2
2016-04-19,2016,16,RANCOGNE,Grotte de Rancogne,RHIFER,M,+2A,989001005665976.0,ECOFECT (GR/CCPNA),2
2016-04-19,2016,16,RANCOGNE,Grotte de Rancogne,RHIFER,M,+2A,989001005665978.0,ECOFECT (GR/CCPNA),2
2016-04-19,2016,16,RANCOGNE,Grotte de Rancogne,RHIFER,M,+2A,989001005665980.0,ECOFECT (GR/CCPNA),2
2016-04-19,2016,16,RANCOGNE,Grotte de Rancogne,RHIFER,M,+2A,989001005665982.0,ECOFECT (GR/CCPNA),2
2016-04-19,2016,16,RANCOGNE,Grotte de Rancogne,RHIFER,M,+2A,989001005665984.0,ECOFECT (GR/CCPNA),2
2016-04-19,2016,16,RANCOGNE,Grotte de Rancogne,RHIFER,F,+2A,989001005665985.0,ECOFECT (GR/CCPNA),2
2016-04-19,2016,16,RANCOGNE,Grotte de Rancogne,RHIFER,M,+2A,989001005665989.0,ECOFECT (GR/CCPNA),2
2016-04-19,2016,16,RANCOGNE,Grotte de Rancogne,RHIFER,F,+2A,989001005666008.0,ECOFECT (GR/CCPNA),2
2016-04-19,2016,16,RANCOGNE,Grotte de Rancogne,RHIFER,M,+2A,989001005666030.0,ECOFECT (GR/CCPNA),2
2016-04-19,2016,16,RANCOGNE,Grotte de Rancogne,RHIFER,F,+2A,989001005666031.0,ECOFECT (GR/CCPNA),2
2016-04-20,2016,79,MELLE,Grottes de Loubeau,RHIFER,F,+2A,989001005665953.0,ECOFECT (GR/CCPNA),2
2016-04-20,2016,79,MELLE,Grottes de Loubeau,RHIFER,M,+2A,989001005665956.0,ECOFECT (GR/CCPNA),2
2016-04-20,2016,79,MELLE,Grottes de Loubeau,RHIFER,M,+2A,989001005665957.0,ECOFECT (GR/CCPNA),2
2016-04-20,2016,79,MELLE,Grottes de Loubeau,RHIFER,M,+2A,989001005665958.0,ECOFECT (GR/CCPNA),2
2016-04-20,2016,79,MELLE,Grottes de Loubeau,RHIFER,M,+2A,989001005665966.0,ECOFECT (GR/CCPNA),2
2016-04-20,2016,79,MELLE,Grottes de Loubeau,RHIFER,F,+2A,989001005665969.0,ECOFECT (GR/CCPNA),2
2016-04-20,2016,79,MELLE,Grottes de Loubeau,RHIFER,F,+2A,989001005665970.0,ECOFECT (GR/CCPNA),2
2016-04-20,2016,79,MELLE,Grottes de Loubeau,RHIFER,M,+2A,989001005665999.0,ECOFECT (GR/CCPNA),2
2016-04-20,2016,79,MELLE,Grottes de Loubeau,RHIFER,M,+2A,989001005666000.0,ECOFECT (GR/CCPNA),2
2016-04-20,2016,79,MELLE,Grottes de Loubeau,RHIFER,F,+2A,989001005666010.0,ECOFECT (GR/CCPNA),2
2016-04-20,2016,79,MELLE,Grottes de Loubeau,RHIFER,F,+2A,989001005666014.0,ECOFECT (GR/CCPNA),2
2016-04-20,2016,79,MELLE,Grottes de Loubeau,RHIFER,M,+2A,989001005666017.0,ECOFECT (GR/CCPNA),2
2016-04-20,2016,79,MELLE,Grottes de Loubeau,RHIFER,F,+2A,989001005666018.0,ECOFECT (GR/CCPNA),2
2016-04-20,2016,79,MELLE,Grottes de Loubeau,RHIFER,F,+2A,989001005666019.0,ECOFECT (GR/CCPNA),2
2016-04-20,2016,79,MELLE,Grottes de Loubeau,RHIFER,M,+2A,989001005666021.0,ECOFECT (GR/CCPNA),2
2016-04-20,2016,79,MELLE,Grottes de Loubeau,RHIFER,M,+2A,989001005666023.0,ECOFECT (GR/CCPNA),2
2016-04-20,2016,79,MELLE,Grottes de Loubeau,RHIFER,F,+2A,989001005666026.0,ECOFECT (GR/CCPNA),2
2016-04-20,2016,79,MELLE,Grottes de Loubeau,RHIFER,F,+2A,989001005666036.0,ECOFECT (GR/CCPNA),2
2016-04-20,2016,79,MELLE,Grottes de Loubeau,RHIFER,F,+2A,989001005666042.0,ECOFECT (GR/CCPNA),2
2016-04-20,2016,79,MELLE,Grottes de Loubeau,RHIFER,M,+2A,989001005666043.0,ECOFECT (GR/CCPNA),2
2016-04-20,2016,79,MELLE,Grottes de Loubeau,RHIFER,F,+2A,989001005666044.0,ECOFECT (GR/CCPNA),2
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,+2A,989001025038916.0,ECOFECT (GR/CCPNA),2
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,1A,989001025038925.0,ECOFECT (GR/CCPNA),0
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,+2A,989001025038935.0,ECOFECT (GR/CCPNA),2
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,+2A,989001025038959.0,ECOFECT (GR/CCPNA),2
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,+2A,989001025038969.0,ECOFECT (GR/CCPNA),2
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,+2A,989001025038970.0,ECOFECT (GR/CCPNA),2
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,+2A,989001025038972.0,ECOFECT (GR/CCPNA),2
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,+2A,989001025038983.0,ECOFECT (GR/CCPNA),2
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,+2A,989001025038985.0,ECOFECT (GR/CCPNA),2
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,+2A,989001025038991.0,ECOFECT (GR/CCPNA),2
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,+2A,989001025038994.0,ECOFECT (GR/CCPNA),2
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,+2A,989001025038995.0,ECOFECT (GR/CCPNA),2
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,1A,989001025038999.0,ECOFECT (GR/CCPNA),0
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,+2A,989001025039004.0,ECOFECT (GR/CCPNA),2
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,M,+2A,989001025043570.0,ECOFECT (GR/CCPNA),2
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,M,+2A,989001025043576.0,ECOFECT (GR/CCPNA),2
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,+2A,989001025043577.0,ECOFECT (GR/CCPNA),2
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,1A,989001025043581.0,ECOFECT (GR/CCPNA),0
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,+2A,989001025043585.0,ECOFECT (GR/CCPNA),2
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,+2A,989001025043586.0,ECOFECT (GR/CCPNA),2
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,+2A,989001025043588.0,ECOFECT (GR/CCPNA),2
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,+2A,989001025043589.0,ECOFECT (GR/CCPNA),2
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,+2A,989001025043590.0,ECOFECT (GR/CCPNA),2
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,+2A,989001025043593.0,ECOFECT (GR/CCPNA),2
2016-08-07,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,+2A,989001025043596.0,ECOFECT (GR/CCPNA),2
2016-07-17,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,+2A,989001025038922.0,ECOFECT (GR/CCPNA),2
2016-07-17,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,+2A,989001025043557.0,ECOFECT (GR/CCPNA),2
2016-07-17,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,F,+2A,989001025043582.0,ECOFECT (GR/CCPNA),2
2016-07-17,2016,17,ANNEPONT,Mairie d'Annepont,RHIFER,M,1A,989001025043595.0,ECOFECT (GR/CCPNA),0
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005665950.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005665952.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005665955.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005665959.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005665960.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005665964.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005665971.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005665973.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005665975.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005665987.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005665990.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005665995.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,M,1A,989001005665996.0,ECOFECT (GR/CCPNA),0
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005665997.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005665998.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005666001.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005666002.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005666013.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005666015.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,2A,989001005666016.0,ECOFECT (GR/CCPNA),1
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005666028.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005666029.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005666034.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005666035.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,M,2A,989001005666037.0,ECOFECT (GR/CCPNA),1
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005666038.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,M,1A,989001005666040.0,ECOFECT (GR/CCPNA),0
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,2A,989001005666041.0,ECOFECT (GR/CCPNA),1
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005666046.0,ECOFECT (GR/CCPNA),2
2016-07-18,2016,79,ALLONNE,La Marchandière,RHIFER,F,+2A,989001005666047.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005665967.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666020.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666049.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666053.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666054.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,1A,989001005666055.0,ECOFECT (GR/CCPNA),0
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666058.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666063.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666065.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666066.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666071.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666072.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666073.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666074.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,1A,989001005666076.0,ECOFECT (GR/CCPNA),0
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666077.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,2A,989001005666078.0,ECOFECT (GR/CCPNA),1
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666079.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666080.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666086.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666087.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666088.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666089.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,1A,989001005666090.0,ECOFECT (GR/CCPNA),0
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666093.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666095.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666096.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666097.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666099.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,M,+2A,989001005666103.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666104.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666106.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,2A,989001005666108.0,ECOFECT (GR/CCPNA),1
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666109.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666111.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666112.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666114.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,1A,989001005666119.0,ECOFECT (GR/CCPNA),0
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666120.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666121.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666124.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666126.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666135.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666137.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666139.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666140.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666143.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666144.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666145.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666146.0,ECOFECT (GR/CCPNA),2
2016-07-20,2016,79,LE BUSSEAU,La Bourtière,RHIFER,F,+2A,989001005666148.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005665954.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666048.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666050.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666051.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666052.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666056.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666057.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666059.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666060.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666061.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666062.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666064.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666067.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666068.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666069.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666070.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666075.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666081.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,1A,989001005666082.0,ECOFECT (GR/CCPNA),0
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666083.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666084.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666085.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666091.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,M,1A,989001005666092.0,ECOFECT (GR/CCPNA),0
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666094.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666098.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,1A,989001005666100.0,ECOFECT (GR/CCPNA),0
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666101.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666102.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666105.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666107.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666110.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666113.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666115.0,ECOFECT (GR/CCPNA),2
2016-07-21,2016,79,LE PIN,Beauregard,RHIFER,F,+2A,989001005666116.0,ECOFECT (GR/CCPNA),2
