DATE,ANNEE,DEPARTEMENT,COMMUNE,LIEU_DIT,CODE_ESP,SEXE,AGE,NUM_PIT,ETUDE,AGE_CLASS
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,F,2A?,989001040873065.0,ECOFECT (GR/CCPNA),1
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,F,1A,989001040873068.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,F,1A,989001040873070.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,M,1A,989001040873071.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,F,1A,989001040873074.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,M,1A,989001040873076.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,M,1A,989001040873077.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,M,1A,989001040873078.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,M,1A,989001040873079.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,M,1A,989001040873080.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,M,1A,989001040873081.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,M,1A,989001040873082.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,F,1A,989001040873083.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,F,1A,989001040873085.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,F,2A?,989001040873087.0,ECOFECT (GR/CCPNA),1
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,F,2A?,989001040873089.0,ECOFECT (GR/CCPNA),1
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,F,1A,989001040873091.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,M,1A,989001040873093.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,M,1A,989001040873094.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,F,2A?,989001040873095.0,ECOFECT (GR/CCPNA),1
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,M,1A,989001040873097.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,M,1A,989001040873102.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,M,1A,989001040873103.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,F,2A?,989001040873104.0,ECOFECT (GR/CCPNA),1
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,F,1A,989001040873106.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,F,2A?,989001040873107.0,ECOFECT (GR/CCPNA),1
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,F,1A,989001040873108.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,F,2A?,989001040873111.0,ECOFECT (GR/CCPNA),1
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,F,1A,989001040873112.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,M,1A,989001040873114.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,M,1A,989001040873115.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,F,1A,989001040873120.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,M,1A,989001040873121.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,M,1A,989001040873124.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,M,+2A,989001040873127.0,ECOFECT (GR/CCPNA),2
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,M,1A,989001040873128.0,ECOFECT (GR/CCPNA),0
2022-01-08,2022,19,SAINT-GENIEZ-Ô-MERLE,Les Tours de Merle - Tour Fulcon,RHIFER,M,1A,989001040873130.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,M,+2?,989001040873032.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A?,989001040873033.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,+2A,989001040873035.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A?,989001040873040.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,+2A,989001040873041.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,+2A,989001040873042.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,M,+2A,989001040873045.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,+2A,989001040873051.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,M,+2A,989001040873053.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A?,989001040873054.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,+2A,989001040873056.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,M,2A?,989001040873057.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A?,989001040873058.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,+2A,989001040873061.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,+2A,989001040873063.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,+2A,989001040873066.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A?,989001040873067.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,+2A,989001040873069.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,1A,989001040873072.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A?,989001040873073.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,+2A,989001040873075.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A?,989001040873084.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,M,2A,989001040873086.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,+2A,989001040873088.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,M,+2A,989001040873090.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,+2A,989001040873092.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A?,989001040873098.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A?,989001040873100.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,+2A,989001040873101.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A?,989001040873105.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,+2A,989001040873109.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,M,2A?,989001040873110.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,+2A,989001040873117.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,+2A,989001040873118.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,+2A,989001040873119.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,+2A,989001040873125.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A?,989001040873129.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,+2A,989001040873132.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,M,1A,989001040873143.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,+2A,989001040873144.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A?,989001040873149.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A?,989001040873150.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,1A,989001040873153.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,M,2A?,989001040873155.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A?,989001040873156.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,M,1A,989001040873160.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,1A,989001040873161.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A?,989001040873162.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,M,1A,989001040873164.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,1A,989001040873167.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A,989001040873169.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,M,1A,989001040873170.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,1A,989001040873173.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,1A,989001040873178.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,1A,989001040873181.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A?,989001040873182.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,1A,989001040873185.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,M,1A,989001040873186.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,1A,989001040873187.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A?,989001040873189.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,1A,989001040873191.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,1A,989001040873192.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A?,989001040873193.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A,989001040873195.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,+2A,989001040873196.0,ECOFECT (GR/CCPNA),2
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,M,1A,989001040873198.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,1A,989001040873201.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,M,1A,989001040873202.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,M,1A,989001040873203.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,1A,989001040873204.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A?,989001040873205.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A,989001040873207.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,1A,989001040873209.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,M,1A,989001040873211.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,1A,989001040873212.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,1A,989001040873213.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,1A,989001040873214.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,1A,989001040873215.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A?,989001040873216.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,1A,989001040873221.0,ECOFECT (GR/CCPNA),0
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A,989001040873222.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A,989001040873223.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A,989001040873225.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A?,989001040873227.0,ECOFECT (GR/CCPNA),1
2022-02-08,2022,19,MONCEAUX-SUR-DORDOGNE,Les Dames,RHIFER,F,2A,989001040873230.0,ECOFECT (GR/CCPNA),1
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,M,1A,989001040873131.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,M,1A,989001040873133.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,1A,989001040873134.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873135.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873136.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,M,+1A,989001040873137.0,ECOFECT (GR/CCPNA),1
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,M,1A,989001040873138.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873139.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873140.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873141.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873142.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873145.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,M,1A,989001040873146.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,1A,989001040873147.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873148.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873151.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,M,1A,989001040873152.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,M,1A,989001040873154.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873157.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873158.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,RHIFER,M,2A?,989001040873159.0,ECOFECT (GR/CCPNA),1
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873163.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,1A,989001040873165.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,M,1A,989001040873166.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,M,1A,989001040873168.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,M,1A,989001040873171.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,M,1A,989001040873172.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873174.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873175.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,M,1A,989001040873176.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,2A?,989001040873177.0,ECOFECT (GR/CCPNA),1
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873179.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,M,1A,989001040873180.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,1A,989001040873183.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873184.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873188.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873190.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873194.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,M,1A,989001040873197.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873199.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,1A,989001040873200.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,M,1A,989001040873206.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,1A,989001040873208.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,M,1A,989001040873210.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873217.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,M,1A,989001040873218.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873219.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,M,1A,989001040873220.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873224.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,M,1A,989001040873226.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873228.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873229.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873231.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,1A,989001040873232.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873233.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,M,1A,989001040873234.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,M,+1A,989001040873235.0,ECOFECT (GR/CCPNA),1
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,M,+1A,989001040873236.0,ECOFECT (GR/CCPNA),1
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,1A,989001040873237.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,1A,989001040873238.0,ECOFECT (GR/CCPNA),0
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,+2A,989001040873239.0,ECOFECT (GR/CCPNA),2
2022-03-08,2022,19,NOAILLES,Gouffre de la Fage,MINSCH,F,1A,989001040873240.0,ECOFECT (GR/CCPNA),0
