DATE,ANNEE,COMMUNE,LIEU_DIT,DEPARTEMENT,CODE_ESP,SEXE,ACTION,NUM_PIT,LONG_L93,LAT_L93,LAT_WGS,LONG_WGS
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,F,T,989001005665949.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,M,T,989001005665951.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,F,T,989001005665961.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,F,T,989001005665963.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,M,T,989001005665965.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,M,T,989001005665968.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,F,T,989001005665972.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,F,T,989001005665974.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,F,T,989001005665977.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,F,T,989001005665979.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,F,T,989001005665981.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,M,T,989001005665983.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,F,T,989001005665986.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,M,T,989001005665988.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,F,T,989001005665991.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,M,T,989001005665992.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,F,T,989001005665994.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,M,T,989001005666003.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,F,T,989001005666004.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,M,T,989001005666005.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,M,T,989001005666006.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,M,T,989001005666007.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,F,T,989001005666009.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,F,T,989001005666011.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,F,T,989001005666012.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,M,T,989001005666022.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,M,T,989001005666024.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,M,T,989001005666025.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,M,T,989001005666027.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,M,T,989001005666032.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,M,T,989001005666033.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,M,T,989001005666039.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-18,2016,LA CLISSE,Carrière de la Roche,17,RHIFER,F,T,989001005666045.0,408177.549,6520712.591,45.72356732162967,-0.7532260890904864
2016-04-19,2016,RANCOGNE,Grotte de Rancogne,16,RHIFER,M,T,989001005665962.0,498180.0,6514240.0,45.69789346262591,0.4060402019431706
2016-04-19,2016,RANCOGNE,Grotte de Rancogne,16,RHIFER,M,T,989001005665976.0,498180.0,6514240.0,45.69789346262591,0.4060402019431706
2016-04-19,2016,RANCOGNE,Grotte de Rancogne,16,RHIFER,M,T,989001005665978.0,498180.0,6514240.0,45.69789346262591,0.4060402019431706
2016-04-19,2016,RANCOGNE,Grotte de Rancogne,16,RHIFER,M,T,989001005665980.0,498180.0,6514240.0,45.69789346262591,0.4060402019431706
2016-04-19,2016,RANCOGNE,Grotte de Rancogne,16,RHIFER,M,T,989001005665982.0,498180.0,6514240.0,45.69789346262591,0.4060402019431706
2016-04-19,2016,RANCOGNE,Grotte de Rancogne,16,RHIFER,M,T,989001005665984.0,498180.0,6514240.0,45.69789346262591,0.4060402019431706
2016-04-19,2016,RANCOGNE,Grotte de Rancogne,16,RHIFER,F,T,989001005665985.0,498180.0,6514240.0,45.69789346262591,0.4060402019431706
2016-04-19,2016,RANCOGNE,Grotte de Rancogne,16,RHIFER,M,T,989001005665989.0,498180.0,6514240.0,45.69789346262591,0.4060402019431706
2016-04-19,2016,RANCOGNE,Grotte de Rancogne,16,RHIFER,F,T,989001005666008.0,498180.0,6514240.0,45.69789346262591,0.4060402019431706
2016-04-19,2016,RANCOGNE,Grotte de Rancogne,16,RHIFER,M,T,989001005666030.0,498180.0,6514240.0,45.69789346262591,0.4060402019431706
2016-04-19,2016,RANCOGNE,Grotte de Rancogne,16,RHIFER,F,T,989001005666031.0,498180.0,6514240.0,45.69789346262591,0.4060402019431706
2016-04-20,2016,MELLE,Grottes de Loubeau,79,RHIFER,F,T,989001005665953.0,457196.0,6573023.0,46.213460447950325,-0.1503409443411156
2016-04-20,2016,MELLE,Grottes de Loubeau,79,RHIFER,M,T,989001005665956.0,457196.0,6573023.0,46.213460447950325,-0.1503409443411156
2016-04-20,2016,MELLE,Grottes de Loubeau,79,RHIFER,M,T,989001005665957.0,457196.0,6573023.0,46.213460447950325,-0.1503409443411156
2016-04-20,2016,MELLE,Grottes de Loubeau,79,RHIFER,M,T,989001005665958.0,457196.0,6573023.0,46.213460447950325,-0.1503409443411156
2016-04-20,2016,MELLE,Grottes de Loubeau,79,RHIFER,M,T,989001005665966.0,457196.0,6573023.0,46.213460447950325,-0.1503409443411156
2016-04-20,2016,MELLE,Grottes de Loubeau,79,RHIFER,F,T,989001005665969.0,457196.0,6573023.0,46.213460447950325,-0.1503409443411156
2016-04-20,2016,MELLE,Grottes de Loubeau,79,RHIFER,F,T,989001005665970.0,457196.0,6573023.0,46.213460447950325,-0.1503409443411156
2016-04-20,2016,MELLE,Grottes de Loubeau,79,RHIFER,M,T,989001005665999.0,457196.0,6573023.0,46.213460447950325,-0.1503409443411156
2016-04-20,2016,MELLE,Grottes de Loubeau,79,RHIFER,M,T,989001005666000.0,457196.0,6573023.0,46.213460447950325,-0.1503409443411156
2016-04-20,2016,MELLE,Grottes de Loubeau,79,RHIFER,F,T,989001005666010.0,457196.0,6573023.0,46.213460447950325,-0.1503409443411156
2016-04-20,2016,MELLE,Grottes de Loubeau,79,RHIFER,F,T,989001005666014.0,457196.0,6573023.0,46.213460447950325,-0.1503409443411156
2016-04-20,2016,MELLE,Grottes de Loubeau,79,RHIFER,M,T,989001005666017.0,457196.0,6573023.0,46.213460447950325,-0.1503409443411156
2016-04-20,2016,MELLE,Grottes de Loubeau,79,RHIFER,F,T,989001005666018.0,457196.0,6573023.0,46.213460447950325,-0.1503409443411156
2016-04-20,2016,MELLE,Grottes de Loubeau,79,RHIFER,F,T,989001005666019.0,457196.0,6573023.0,46.213460447950325,-0.1503409443411156
2016-04-20,2016,MELLE,Grottes de Loubeau,79,RHIFER,M,T,989001005666021.0,457196.0,6573023.0,46.213460447950325,-0.1503409443411156
2016-04-20,2016,MELLE,Grottes de Loubeau,79,RHIFER,M,T,989001005666023.0,457196.0,6573023.0,46.213460447950325,-0.1503409443411156
2016-04-20,2016,MELLE,Grottes de Loubeau,79,RHIFER,F,T,989001005666026.0,457196.0,6573023.0,46.213460447950325,-0.1503409443411156
2016-04-20,2016,MELLE,Grottes de Loubeau,79,RHIFER,F,T,989001005666036.0,457196.0,6573023.0,46.213460447950325,-0.1503409443411156
2016-04-20,2016,MELLE,Grottes de Loubeau,79,RHIFER,F,T,989001005666042.0,457196.0,6573023.0,46.213460447950325,-0.1503409443411156
2016-04-20,2016,MELLE,Grottes de Loubeau,79,RHIFER,M,T,989001005666043.0,457196.0,6573023.0,46.213460447950325,-0.1503409443411156
2016-04-20,2016,MELLE,Grottes de Loubeau,79,RHIFER,F,T,989001005666044.0,457196.0,6573023.0,46.213460447950325,-0.1503409443411156
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025038916.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025038925.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025038935.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025038959.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025038969.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025038970.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025038972.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025038983.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025038985.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025038991.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025038994.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025038995.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025038999.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025039004.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,M,T,989001025043570.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,M,T,989001025043576.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025043577.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025043581.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025043585.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025043586.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025043588.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025043589.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025043590.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025043593.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-08,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025043596.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-17,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025038922.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-17,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,C,989001025038991.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-17,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025043557.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-17,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,F,T,989001025043582.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-17,2016,ANNEPONT,Mairie d'Annepont,17,RHIFER,M,T,989001025043595.0,419441.0,6533475.0,45.8430975765272,-0.6160807684101535
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005665950.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005665952.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005665955.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005665959.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005665960.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005665964.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005665971.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005665973.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005665975.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005665987.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005665990.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005665995.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,M,T,989001005665996.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005665997.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005665998.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005666001.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005666002.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005666013.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005666015.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005666016.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005666028.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005666029.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005666034.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005666035.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,M,T,989001005666037.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005666038.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,M,T,989001005666040.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005666041.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005666046.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-18,2016,ALLONNE,La Marchandière,79,RHIFER,F,T,989001005666047.0,438774.0,6615298.0,46.58691080551216,-0.4127702787867234
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005665967.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666020.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666049.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666053.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666054.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666055.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666058.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666063.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666065.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666066.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666071.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666072.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666073.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666074.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666076.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666077.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666078.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666079.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666080.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666086.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666087.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666088.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666089.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666090.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666093.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666095.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666096.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666097.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666099.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,M,T,989001005666103.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666104.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666106.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666108.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666109.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666111.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666112.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666114.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666119.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666120.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666121.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666124.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666126.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666135.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666137.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666139.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666140.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666143.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666144.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666145.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666146.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-20,2016,LE BUSSEAU,La Bourtière,79,RHIFER,F,T,989001005666148.0,424330.0,6612547.0,46.556391011323385,-0.5995811493237047
2016-07-21,2016,LE PIN,Beauregard,79,RHIFER,F,T,989001005665954.0,422223.0,6648476.0,46.87868783928889,-0.6487177519156972
2016-07-21,2016,LE PIN,Beauregard,79,RHIFER,F,T,989001005666048.0,422223.0,6648476.0,46.87868783928889,-0.6487177519156972
2016-07-21,2016,LE PIN,Beauregard,79,RHIFER,F,T,989001005666050.0,422223.0,6648476.0,46.87868783928889,-0.6487177519156972
2016-07-21,2016,LE PIN,Beauregard,79,RHIFER,F,T,989001005666051.0,422223.0,6648476.0,46.87868783928889,-0.6487177519156972
2016-07-21,2016,LE PIN,Beauregard,79,RHIFER,F,T,989001005666052.0,422223.0,6648476.0,46.87868783928889,-0.6487177519156972
2016-07-21,2016,LE PIN,Beauregard,79,RHIFER,F,T,989001005666056.0,422223.0,6648476.0,46.87868783928889,-0.6487177519156972
2016-07-21,2016,LE PIN,Beauregard,79,RHIFER,F,T,989001005666057.0,422223.0,6648476.0,46.87868783928889,-0.6487177519156972
